Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,sarcasm
of course its raining on moving day  because this move was gonna be sooooo easy as it was #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@disneyland #nothappy and still #charging the #fullprice  #fuming some your #bestrides ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@boblonsberry @dandc yes because anyone who has ever been in a city school knows that the students need less discipline #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
fav moment in sepp blatter vid 020 we have to clean here first this has nothing to do with football httpstco4dhwok9x2e #irony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
eating @burgerking food on my burger king break #ironic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
poc fadagate and sexism in the gaa has made it to page3 @irishnews #ironic @emalzo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@sacerdotus i was struck by the image of m theresa and hitchens you showed it appeared as if hitchens was indeed needing to be fed #irony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
open to suggestions on a good #horror movie just saw 31 and it follows recently dug both gimme something good #movienight #netflix,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
@callofduty how do u guys determine teams cause im 80 on shitty teams when i play and im fuckin over it #cod ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sarcastic cards that arent afraid to say it like it is httpstcowy5ikz3gbw #greetingcard #etsyhandmade #sarcasm httptcozht3w3g71h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"oh russia cheats in sports news to me #sarcasm no #fifa16 for #russia
httpstco0lq6momnhq",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"me be ready at 7 im not waiting 
@bpatrone86  fine princess
  #sarcasm #typicalbrenda #bffprobs #byefelicia #ireallyamaprincess",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
dont be afraid to give up the good to go for the great  john d rockefeller #quote #inspiration #afraid #great #motivation,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
having one of those #angry days i will have to stop watching #news,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@smshow #ironic the police tend to be the ones with the least respect for the law,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@wellermonica hi monica i write regularly for @ctysmallholding   but not on bees  never dared try them #buzz #sting #honey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
one more step in long work #visa process is over relief onto next step #expat ,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
#ironic realtor moved bc they couldnt afford the rent #shadenfreude httpstcoq9a1gvhmnp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
want this shirt #lgbt #irony #gay httpstcoaizfgc59nk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
delhi wants women home before 8 pm  httptcojjvsw7popx yes this is what will solve all problems #sarcasm #womensafety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
#coincidence when you turn on the tv etcamp listen amp watch the objective is to #captureyourmind with #fear amp #depression #findgodnow,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
i would like to congratulate the people of saudi arabia a happy and a joyous national day may you all have a great time #,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
@noflydawn @thevinetwayway i like the #sarcasm ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
michelle who did nothing is hating on nicoles game hahaha  #bb18,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
hey @papajohnsuk ive been charged 4024 on my credit card 4 an order which never arrived last friday any chance of a refund ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
@undeadlayne @laurensouthern all the bully,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"thanks @amazon 4 ruining my daughters bday gift by not delivering it until sep wout warning i appreciate that #sarcasm 
#fridayfeeling",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
so the progun group create a culture of fear and violence then blame the culture not the guns #irony #nra #lafayetteshooting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
imagine black widow fearsome femme fatale  but afraid of spiders #irony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
you know whats great about #gbbo  contestants helping each other cheering each other on so important,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
the feeling of taking someones life is either scarring or exhilarating but for people need to realize that were going to die at some,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
@juniormiller @georgedunham got an award for most spares in 5th grade bowling great at the time but now its a slap in the face #irony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@teapartyorg hes right when the civil war starts it will be wall to wall terrorism and i dont fancy the muzzys chances,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
let go of the need to need and find your own joyous path through the richness that extends in every direction,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
@rathikas @iit1630 women sitting behind the men huh at least they get chairs #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
senate dems block highway bill want time to read before debate httptcoou08wlz9sb @washtimes #irony #passittoknowwhatsinit #libtards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
oh ouch some get me to the burn unit #sarcasm  httpstcotecgljejcx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
alp8  being sent to coventry subject communication #ironic #alpinspire @alpinspire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
does anyone remember a movie that is animated in the late 70s called shame of the jungle john bulushi was in it wild if thats your taste,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
@jimmyc42 @zorm @commdocpa @pmarshwx no hierarchy is most effective #thedecidershavedecided #nodiscussion #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
today you visited me in my dreams and even though you arent physically gone i still mourn you,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
so not pumped for this interview #nervous,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
its better to be wetter than it is dry  @rlevin91 certainly found that hilarious #gbbo,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
shes foaming at the lips the one between her hips @realobietrice one of many great lyrics,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
@jordysloan love that jordy #revenge ,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
the best kinda people on sc are the ones who take a black photo and write their life problems on them #sarcasm #noonecares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@johndotwhite i remember its heyday but these ladies range in age from id say mid30s to early 70s,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
so i survived spintrying to get down the stairs was hilarious tho #jellylegs ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
i sure hope this is the divorce dinner im so done with shannon and i feel badly for david #irony #sympathyforcheater #rhoc #misery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
im allowed to sulk,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@darkbluebox everything is too much work for the labour crowd #irony p @halksmush @comeonmurray12 @petleg9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@moonpendent13 one of my friends has a fear of mirrors because he tried to summon bloody mary and he thinks shes going to pop up any time,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
@davedicello hey your pics gettin better keep tryin  #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@gdimelow @thedailyshow @nivenj1 @jordanklepper these interviews scare the crap out of me i never imagined so many dumb dumb americans,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@rocksnropes cant believe how rude your cashier was today when i was returning an item  your customer service is slacking #terrible,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
not the best horror ever but i like that the uncertainty,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
why the fuck does my mum want me to put corn in the curry #grim,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"nobody notices when you do
everybody notices when you dont
#worklife #irony",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@wbirsports theyre still using his offense up the middle 3x amp punt,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
good thing i made it home in time for the weekly jeff gordon tribute #didntwannamissthat  #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
that moment when you realize the weight of the school bag is discussed but not the quality of education #education  #irony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
very long day thank goodness for bake off to brighten up a weary wednesday  #gbbo,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
@pbump sure cause all we need is a racist mentally unstable billionaire as president that should fix all of our problems #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
i am only displaying my fernando rodney #bobblehead in my house to be #ironic and #annoying #fernandorodney #shootthearrow #garbage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"#facebook #notmine 

#repost sayumi927 with repostapp

#irony httpstcoamuoteidye",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
some of these fb comments andor tweets should make some people realize why black americans feel the way they do  #terrible,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
@01starblazer 9 9 vs atlanta this yr 2  11 vs rockies and dbacks this yr thats a combined 11  20 vs 3 atrocious teams in nl #awful,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@nhlexpertpicks @usahockey usa was embarrassing to watch when was the last time you guys won a game #horrible #joke,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@rjahnhs @chrishudson76 @mbrandreth #course day # potential leadership #excited #nervous # proud,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
does anyone else think its weird that kaitlyn is terrified of birds yet she has bird tattoos #irony #bachelorette #bachelornation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ryland struggling with his fish dish to a table thats at home eating fish #irony #celebritymasterchef #oherrmissus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
accept the challenges so that you can literally even feel the exhilaration of victory  george s patton ,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
@chenaidavid easy breezy beautiful rasta mon,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
@dineshdsouza says the convicted felon #hypocrisy #irony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ari looks hilarious oh my g d this is too much,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
day 2 of the thread and i thing he doesnt like me like that idk hes so shy and secretive ugh,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
@bravehermione  and gives it to hear please i can tell you anything if you want to listen maybe youre dont afraid anymore of me ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
i dont usually listen to the minister of electricity speeches on alnabaa but when i do the electricity cuts off #irony #tripoli #libya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@stephtikkanen oh so true so true ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
today is the first time any math professor let us live early before the class time  #15 min #feelsgood #happy #wednesday #,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
@ap surely consumers will be the big winners here #sarcasm #letsplaymonopoly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"when your sarcasm is to advance people actually think your stupid
#sweet #sarcasm xdxd",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
does this blow your mind as much as it blew mine or did i just sexually harass someone #whoa #mindblown #huh #setback #fright #madashell ,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
well thats #ironic isnt it  httpstcokudwphikl9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
with no doubt nearly all using hydrocarbon based kayaks #irony httpstcov9sht7yhaa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
thank u twitter amp tumblr for the #teenwolf spoilers  #sarcasm ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
some people hate nothing more than a happy confident person never mind  #confident,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
#raw #rawkansascity harpers attacking reigns injured arm how will reigns overcome these odds #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@cnn aw so sad thats where @sarahpalinusa says the terrorist go 2 get baptized howre they ever goin2 get baptized now #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
anger is the acid that can do more harm to the vessel in which it is stored than to anything on which it is poured #anger nnmark twain,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@swarbleflop @lightskinjesusp theyre both pretty awful when you look at them historically,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
defination of a best friends nna person who opens his mouth just to #insult yu d d d,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@johnbaker1975 @bikelin  @cyclingmikey check the context of the original tweet before commenting #humour #irony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
that mookie betts checkswing double down the line sure was a thing of beauty #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@saveearlscourt capcofunded blog @earlscourtlife praises areas food pub cultural live music   now dying thnx 2 capco ec12 cull #irony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
i want my glasses by @jvillarroelruiz #irony #reading #tolkien #tlotr #glasses #book httpstcoh8j7rw0fts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@morgannbroom yes  amp cheering homecoming game,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
time for some despair #sdr3 #despair #fuckthisanime,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
already plotting next steps if i get cut off by the same minivan in tomorrows dropoff line #preschoolpolitics #momthings #serious,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
@deltaassist tried 2 get earlier flt 2day  @bwi turnd away bcuz it was 2 late then agent let other pas on #silvereliteleftbehind ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
#work #yay #sarcasm #fuck #goodnight  @ g town httpstcowa4p63limd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@fludino event started everyone is getting ready to travel to the lake of rage where everything glows,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
@lucymellor no idea just exhausted and i was tidying my room and just burst out crying  fs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
92 what an awesome day for my air conditioning unit to die yeah me #sarcasm #murphyslaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
havent gotten one hour of sleep today is going to be a fun day  #restless,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
its pretty depressing when u hit pan on ur favourite highlighter,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
@kempicepoland dont think he did and he didnt have the rucksack or laptop in his possession murky business on that note im away to bed,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"and another astonishing article from @kevinnr but this one is about bernie sanders being a nazi 
#sarcasm
#youreajerk",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
new play through tonight pretty much a blind run only played the game once and maybe got 2 levels it #rage ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@stephtikkanen oh so true so true #shudder,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
"@srhbutts mhmm sure he does you didnt just back him into a corner and then put words in his mouth oo 
#sarcasm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
why does gotta be white #sarcasm  httpstcouvsmc3nzs2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@teslamotors the most interesting thing about your cars and the companys name is they operate on direct current #ironic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@ikhras @benglaze amal clooney should try to prosecute  #bush #blair for #war crimes that turned our world upside downampcreated #terrorism,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
why bother tweeting poor mens nwhat good does it do  if im unable to be cheery  i go quiet  missed you  btw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
candice on great british bake off with that pout does my head in ,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
as much as i want a normal little life it wouldnt suit me id get restless i need to just do what i want at all times to be happy ,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
@scmciafiin dont you know how nervous i was to see you,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
oh the #irony about #ashleymadison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@kevinmenzel annual reminder that i dont care and will cheerfully eat anything so labeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@mrfisher81 just my attempt at levity ,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@crimpoop my adorable and cheerful daughternalways pouring positivity green goo on mendare hurt her and youll see hell growlsnn#pandabot,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
perhaps it was all staged to garner more viewership #sarcasm but id bet money ill see that headline any min now httpstcofyhukci3ie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
my favorite insult i get is from straight white men and its usually tallfat lesbian  you intimidated bro,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
oh yeah squid face god madden 17 xbox1 come see me,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
happy birthday @brooke5656  #cheerchick #jeep #jeepgirl #idriveajeep #jeepjeep #cheer,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
#peoplelikemebecause they see the happy exterior not the hopelessness i sometimes feel inside #depression  #anxietyprobz,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
watch this amazing lively broadcast by @izzybuzy365  #musically,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
remember when that guy got #angry that i kept saying gary sanchez was the best baseball player in the world lmao,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
theres a specific joyous 20 song title engiybhekayo yasezayoni need it for le mood,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
@bridgetdelia @originalaubs omg thats terrible,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
@millberry80 @nakkiahlui still a novice hah #irony #hinthint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@easyjet hi folks flight is going to be over an hour late departing from inv ezy864 how do we go about getting a refund please ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@nwsodor23 do you mean edit tweet  #irony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"and here i thought it was only stafford that had stats like this #sarcasm
httptcojce5umkquv httpstcootkrslbt1p",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
buzzing for my driving test tomorrow #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
i am in #shock and #awe and the places my #toddler manages to get his dinner,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
@newageinsiders @chaoticwrestlin @daviennelong make sure you tell them how scared you are #revenge ,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
my friends tell me im pretty trigger tells my im ugly i first was confused but then realised im both pretty ugly #tru  #tumblr,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
malaysia files for divorce is trending im still trying to figure out who the hell married an entire country #sarcasm #humor #wtf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
so happy i live in nyc see you tomorrow @samheughan @barbour,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
i get high before i go buy my weed #irony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
luckily i was helped by some good people and they also managed to free me of my depression unfortunately it only lasted a little while,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
whenever you are confronted by a wild animal or hostile individual remember that they can smell #fear or the fact you #poop your pants,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
glad to see that you never changed #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
what a shamefull unequal dangerous and worrying world we live in nowadays #terrifying #charlotte  #shitworldforourkids,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
judge judgey judge judge  i cast judgement upon ye  for i am perfect #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@lesyoung01 a rabid dog being ridden by the child who has eaten all the flesh off one fellow and the limbs of the other adults,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
theres nothing i like more than a long wait at the dmv #sarcasm #always1hourwait httptcocfcmmqv15t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
a leopard never changes its spots #lost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
#foxnews #check out the #ironic #reason why #sheriff joe #arpaios #office was #raided by httptcodjr7z6mezf httptcoq59r9gqi7o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
why are people even debating on race inequality within our justice system like its non existent theyre just trying to aggravate us,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
cant believe they docked croatia a point sepp blatter promised me this sort of thing could be sorted with a handshake #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
i love my family so much #lucky #grateful #smartassfamily #hilarious #love,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
@lhbrown1990 @jimcummingsacme im afraid to look,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@mikeburke91 @ap i guess its just heartbreaking the ease with which they can kill an innocent man and get away with it #indignation,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
jk im not a loner just really shy ,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
@ireneestry cant wait to see you hun #cuddles #gossip #laughter,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
@captainxsierra stripper are you a stripper you gotta wonder when a woman is making that much in tips #sarcasm #iloveyou #imissyou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
jorge deserves it honestly hes weak  #90dayfiance,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@mutguru i know guys that sink 1000s into the game and only to build a team and play solos but this hear you make nothing on solos,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
ironically im in scanton for the night and i cant catch an episode of #theoffice #ironic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@hsupresident @anangryalex meanwhile alexs banner is of a protest which jeopardised my physical safety #irony #nusnec #studentsagainstnus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@sectiono @rjmackinnon @grahammosimann thats a myth the wheatards have spread for 20 years no telethon needed here #irony #hypocrites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
 look for #contrasts#behaviour may be a #camouflagegarments a #shella #bully may be a #baby inside  prof caroline taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@skynews when the east wind blue in summer in durban s africa we still surfed and got #stung badly must be carefulla #sting can harm you,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
#aliens#lolthe very thing that #humanbeingsincluding #thevatican are looking for #thedivine  #ironic is it not,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
the finished product my wife loves it #sarcasm #starwars #raspberrypi #arduino #jenkinsci #python httptcopj6epzregf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
